sr_number,raw_address,house,direction,street_name,street_type,address_key
SR26-00137826,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137827,5735 S MCVICKER AVE,5735,S,MCVICKER,AVE,5735 S MCVICKER AVE
SR26-00137828,799 S ST LOUIS AVE,799,S,ST LOUIS,AVE,799 S ST LOUIS AVE
SR26-00137830,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137832,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137833,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137834,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137835,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137836,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137837,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137839,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137840,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137842,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137843,721 S ST LOUIS AVE,721,S,ST LOUIS,AVE,721 S ST LOUIS AVE
SR26-00137844,1653 W WASECA PL,1653,W,WASECA,PL,1653 W WASECA PL
SR26-00137845,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137848,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137849,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137850,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137851,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137852,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137853,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137854,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137856,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137858,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137859,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137860,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137861,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137862,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137864,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137865,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137867,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137868,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137869,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137871,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137872,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137875,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137876,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137877,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137880,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137881,1013 S MONITOR,1013,S,MONITOR,,1013 S MONITOR
SR26-00137882,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137883,8934 S ASHLAND AVE,8934,S,ASHLAND,AVE,8934 S ASHLAND AVE
SR26-00137887,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137889,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137890,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137891,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137892,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137893,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137894,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137897,6641 S KOSTNER AVE,6641,S,KOSTNER,AVE,6641 S KOSTNER AVE
SR26-00137898,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137901,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137902,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137903,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137904,1008 S MONITOR,1008,S,MONITOR,,1008 S MONITOR
SR26-00137905,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137907,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137908,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137909,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137910,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137911,4139 S WALLACE ST,4139,S,WALLACE,ST,4139 S WALLACE ST
SR26-00137912,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137913,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137914,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137915,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137917,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137919,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137920,6700 S STEWART AVE,6700,S,STEWART,AVE,6700 S STEWART AVE
SR26-00137921,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137922,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137923,2131 N MAGNOLIA AVE,2131,N,MAGNOLIA,AVE,2131 N MAGNOLIA AVE
SR26-00137924,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137925,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137926,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137927,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137928,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137929,2615 E 73RD ST,2615,E,73RD,ST,2615 E 73RD ST
SR26-00137930,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137932,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137933,2615 E 73RD ST,2615,E,73RD,ST,2615 E 73RD ST
SR26-00137934,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137935,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137937,917 S MAYFIELD,917,S,MAYFIELD,,917 S MAYFIELD
SR26-00137939,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137940,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137941,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137942,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137943,4727 S ELLIS AVE,4727,S,ELLIS,AVE,4727 S ELLIS AVE
SR26-00137944,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137945,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137946,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137947,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137948,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137951,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137952,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137953,8027 S KIMBARK AVE,8027,S,KIMBARK,AVE,8027 S KIMBARK AVE
SR26-00137954,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137956,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137957,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137958,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137959,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137960,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137962,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137963,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137964,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137965,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137966,3100 S PULASKI RD,3100,S,PULASKI,RD,3100 S PULASKI RD
SR26-00137967,3018 W DEVON AVE,3018,W,DEVON,AVE,3018 W DEVON AVE
SR26-00137968,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137970,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137971,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137972,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137973,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137974,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137975,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137976,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137977,913 W SCHOOL ST,913,W,SCHOOL,ST,913 W SCHOOL ST
SR26-00137979,1108 S MAYFIELD,1108,S,MAYFIELD,,1108 S MAYFIELD
SR26-00137980,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137981,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00137983,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137985,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137986,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137987,3100 N DRAKE AVE,3100,N,DRAKE,AVE,3100 N DRAKE AVE
SR26-00137989,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137990,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137991,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137993,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137994,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137995,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00137998,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138000,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138001,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138002,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138003,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138005,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138006,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138007,5601 S KOLIN AVE,5601,S,KOLIN,AVE,5601 S KOLIN AVE
SR26-00138008,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138009,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138011,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138013,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138014,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138015,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138018,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138019,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138020,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138023,7400 S COLES AVE,7400,S,COLES,AVE,7400 S COLES AVE
SR26-00138024,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138025,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138026,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138028,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138029,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138030,3600 W ADDISON ST,3600,W,ADDISON,ST,3600 W ADDISON ST
SR26-00138032,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138033,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138036,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138037,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138038,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138039,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138040,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138041,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138042,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138044,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138045,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138046,6914 N HAMILTON AVE,6914,N,HAMILTON,AVE,6914 N HAMILTON AVE
SR26-00138047,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138048,1251 E 95TH ST,1251,E,95TH,ST,1251 E 95TH ST
SR26-00138049,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138052,5400 S UNION AVE,5400,S,UNION,AVE,5400 S UNION AVE
SR26-00138053,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138054,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138055,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138056,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138059,5600 S CICERO AVE,5600,S,CICERO,AVE,5600 S CICERO AVE
SR26-00138061,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138063,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138064,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138065,6914 N HAMILTON AVE,6914,N,HAMILTON,AVE,6914 N HAMILTON AVE
SR26-00138066,6628 S CALIFORNIA AVE,6628,S,CALIFORNIA,AVE,6628 S CALIFORNIA AVE
SR26-00138068,3001 W FULTON BLVD,3001,W,FULTON,BLVD,3001 W FULTON BLVD
SR26-00138070,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138072,8856 S CORNELL AVE,8856,S,CORNELL,AVE,8856 S CORNELL AVE
SR26-00138073,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138075,5058 S HALSTED ST,5058,S,HALSTED,ST,5058 S HALSTED ST
SR26-00138076,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138080,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138081,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138083,6628 S CALIFORNIA AVE,6628,S,CALIFORNIA,AVE,6628 S CALIFORNIA AVE
SR26-00138084,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138087,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138090,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138091,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138092,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138093,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138094,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138095,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138096,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138100,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138103,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138105,6500 S WOODLAWN AVE,6500,S,WOODLAWN,AVE,6500 S WOODLAWN AVE
SR26-00138107,8432 S SAGINAW AVE,8432,S,SAGINAW,AVE,8432 S SAGINAW AVE
SR26-00138108,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138109,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138110,5525 W IRVING PARK RD,5525,W,IRVING PARK,RD,5525 W IRVING PARK RD
SR26-00138113,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138114,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138115,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138117,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138118,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138119,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138124,2641 S CALUMET AVE,2641,S,CALUMET,AVE,2641 S CALUMET AVE
SR26-00138125,1826 W 21ST PL,1826,W,21ST,PL,1826 W 21ST PL
SR26-00138126,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138127,1855 N MONTICELLO AVE,1855,N,MONTICELLO,AVE,1855 N MONTICELLO AVE
SR26-00138128,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138133,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138139,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR19-01660515,8246 S RICHMOND ST,8246,S,RICHMOND,ST,8246 S RICHMOND ST
SR26-00138140,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138141,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138143,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138144,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138145,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138146,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138149,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138150,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138151,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138152,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138154,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138155,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138157,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138158,7929 S ST LAWRENCE AVE,7929,S,ST LAWRENCE,AVE,7929 S ST LAWRENCE AVE
SR26-00138162,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138163,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138164,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138165,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138166,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138167,1409 W 19TH ST,1409,W,19TH,ST,1409 W 19TH ST
SR26-00138168,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138170,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138171,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138172,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138173,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138174,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138175,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138176,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138179,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138180,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138181,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138182,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138184,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138185,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138186,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138187,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138188,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138190,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138192,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138194,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138195,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138196,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138197,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138200,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138202,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138203,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138204,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138205,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138206,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138207,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138209,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138212,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138214,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138215,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138216,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138217,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138218,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138221,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138222,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138223,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138225,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00138227,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138228,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00138229,500 W 33RD ST,500,W,33RD,ST,500 W 33RD ST
SR26-00138230,7601 S SOUTH SHORE DR,7601,S,SOUTH SHORE,DR,7601 S SOUTH SHORE DR
